"treatment_indicator","Profit_zscore","urban","female","group"
1,-0.612914664140415,0,1,"Pakistan"
1,-0.627103450656662,0,1,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,-0.609367464295826,0,1,"Pakistan"
1,-0.578329488357342,0,1,"Pakistan"
1,-0.628877039440375,0,1,"Pakistan"
1,-0.290119943489906,0,1,"Pakistan"
1,-0.627103450656662,0,1,"Pakistan"
1,-0.378799662153156,0,1,"Pakistan"
1,-0.531772524770361,0,1,"Pakistan"
1,-0.520687541469299,0,1,"Pakistan"
1,-0.254647972436946,0,1,"Pakistan"
0,-0.485215574179573,0,0,"Pakistan"
0,-0.432007614041733,0,0,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
0,-0.298987720515414,0,0,"Pakistan"
0,-0.485215574179573,0,0,"Pakistan"
0,1.96234915713472,0,0,"Pakistan"
0,-0.400082909376135,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
0,1.96234915713472,0,0,"Pakistan"
0,0.0468638277177436,0,0,"Pakistan"
0,0.0113919971789126,0,0,"Pakistan"
0,0.100071566700993,0,0,"Pakistan"
0,-0.414271641192026,0,0,"Pakistan"
0,-0.251100449537572,0,0,"Pakistan"
0,-0.325591602642084,0,0,"Pakistan"
0,1.43026979245812,0,0,"Pakistan"
0,-0.400082909376135,0,0,"Pakistan"
0,-0.622036046162747,0,0,"Pakistan"
0,-0.219175791251566,0,0,"Pakistan"
0,-0.485215574179573,0,0,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
0,-0.378799662153156,0,0,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
0,-0.378799662153156,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
0,-0.506498753966537,0,0,"Pakistan"
0,-0.378799662153156,0,0,"Pakistan"
0,0.259695349418149,0,0,"Pakistan"
0,-0.378799662153156,0,0,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
0,-0.655481025543554,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
0,0.153279866878311,0,0,"Pakistan"
0,0.062066043738389,0,0,"Pakistan"
1,-0.165968094000733,0,1,"Pakistan"
1,-0.637238315884043,0,1,"Pakistan"
1,-0.644839433835987,0,1,"Pakistan"
1,-0.378799662153156,0,0,"Pakistan"
0,-0.5490651483641,0,0,"Pakistan"
0,-0.0899566583355567,0,0,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
0,0.366111708240411,0,0,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,-0.343327864621924,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
0,-0.591631480684744,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
0,1.00460631189539,0,0,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,-0.591631480684744,0,1,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,-0.559706691832714,0,1,"Pakistan"
1,-0.343327864621924,0,1,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
0,-0.378799662153156,0,0,"Pakistan"
0,-0.0595522407639382,0,0,"Pakistan"
0,0.259695349418149,0,0,"Pakistan"
0,0.366111708240411,0,0,"Pakistan"
0,1.43026979245812,0,0,"Pakistan"
0,0.366111708240411,0,0,"Pakistan"
0,-0.011664915006576,0,0,"Pakistan"
0,-0.5764292447519,0,0,"Pakistan"
0,-0.485215574179573,0,0,"Pakistan"
0,-0.591631480684744,0,0,"Pakistan"
1,-0.414271641192026,0,1,"Pakistan"
1,-0.504563926851017,0,1,"Pakistan"
1,-0.343327864621924,0,1,"Pakistan"
1,-0.666122615342214,0,1,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,2.49442843931873,0,1,"Pakistan"
1,-0.432007614041733,0,1,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,0.259695349418149,0,0,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,1.21743900264405,0,0,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,-0.538423524772879,0,0,"Pakistan"
1,-0.378799662153156,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,-0.378799662153156,0,0,"Pakistan"
1,-0.325591602642084,0,0,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,-0.378799662153156,0,0,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
0,0.153279866878311,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
0,1.96234915713472,0,0,"Pakistan"
1,-0.634197843778273,0,1,"Pakistan"
1,0.898191284372543,0,0,"Pakistan"
1,9.94353882942959,0,0,"Pakistan"
1,-0.0595522407639382,0,0,"Pakistan"
1,-0.591631480684744,0,1,"Pakistan"
1,-0.644839433835987,0,1,"Pakistan"
1,-0.591631480684744,0,1,"Pakistan"
1,-0.520687541469299,0,1,"Pakistan"
1,0.0468638277177436,0,0,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,-0.378799662153156,0,0,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,2.49442843931873,0,0,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,-0.432007614041733,0,1,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,-0.644839433835987,0,1,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,0.366111708240411,0,0,"Pakistan"
1,-0.0595522407639382,0,0,"Pakistan"
1,-0.591631480684744,0,1,"Pakistan"
1,-0.378799662153156,0,0,"Pakistan"
0,-0.0595522407639382,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
0,0.153279866878311,0,0,"Pakistan"
0,1.43026979245812,0,0,"Pakistan"
0,-0.201439919353576,0,1,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,0.366111708240411,0,0,"Pakistan"
1,1.43026979245812,0,0,"Pakistan"
1,-0.591631480684744,0,1,"Pakistan"
1,-0.538423524772879,0,0,"Pakistan"
0,0.366111708240411,0,0,"Pakistan"
0,9.94353882942959,0,0,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
1,-0.565027500666496,0,1,"Pakistan"
1,0.0113919971789126,0,0,"Pakistan"
0,-0.414271641192026,0,0,"Pakistan"
0,0.153279866878311,0,0,"Pakistan"
0,1.07555027736203,0,0,"Pakistan"
0,-0.671443410360937,0,0,"Pakistan"
0,-0.591631480684744,0,0,"Pakistan"
1,-0.0772880361937791,0,0,"Pakistan"
1,-0.254647972436946,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,-0.520687541469299,0,1,"Pakistan"
1,-0.612914664140415,0,1,"Pakistan"
1,-0.591631480684744,0,1,"Pakistan"
0,-0.578329488357342,0,0,"Pakistan"
0,-0.591631480684744,0,0,"Pakistan"
0,-0.538423524772879,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
0,-0.485215574179573,0,0,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,-0.117597272251506,0,0,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,-0.591631480684744,0,0,"Pakistan"
1,0.898191284372543,0,0,"Pakistan"
0,-0.644839433835987,0,0,"Pakistan"
0,0.366111708240411,0,0,"Pakistan"
0,-0.612914664140415,0,1,"Pakistan"
0,1.07555027736203,0,0,"Pakistan"
0,1.43026979245812,0,0,"Pakistan"
0,2.49442843931873,0,0,"Pakistan"
0,-0.241979115669167,0,0,"Pakistan"
0,-0.272383963736044,0,0,"Pakistan"
0,1.07555027736203,0,0,"Pakistan"
0,-0.612914664140415,0,0,"Pakistan"
1,0.366111708240411,0,1,"Pakistan"
1,1.96234915713472,0,1,"Pakistan"
1,1.07555027736203,0,1,"Pakistan"
1,0.898191284372543,0,0,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,0.0113919971789126,0,0,"Pakistan"
1,0.0468638277177436,0,0,"Pakistan"
1,-0.534330628002127,0,0,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,-0.504563926851017,0,0,"Pakistan"
1,-0.655481025543554,0,1,"Pakistan"
1,-0.343327864621924,0,1,"Pakistan"
1,-0.631537443852199,0,1,"Pakistan"
0,-0.165968094000733,0,0,"Pakistan"
0,-0.609367464295826,0,0,"Pakistan"
1,1.43026979245812,0,0,"Pakistan"
1,0.0468638277177436,0,0,"Pakistan"
1,-0.0595522407639382,0,0,"Pakistan"
1,-0.254647972436946,0,0,"Pakistan"
1,-0.117597272251506,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,0.366111708240411,0,0,"Pakistan"
1,0.366111708240411,0,0,"Pakistan"
1,-0.504563926851017,0,1,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,0.898191284372543,0,0,"Pakistan"
0,-0.378799662153156,0,0,"Pakistan"
0,-0.414271641192026,0,0,"Pakistan"
0,-0.378799662153156,0,0,"Pakistan"
0,0.153279866878311,0,0,"Pakistan"
0,2.49442843931873,0,0,"Pakistan"
0,-0.485215574179573,0,0,"Pakistan"
1,0.543471908764042,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
0,2.84914963969973,0,0,"Pakistan"
0,-0.591631480684744,0,0,"Pakistan"
1,0.153279866878311,0,1,"Pakistan"
1,-0.272383963736044,0,1,"Pakistan"
1,-0.378799662153156,0,1,"Pakistan"
1,-0.644839433835987,0,1,"Pakistan"
1,0.259695349418149,0,1,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,-0.165968094000733,0,1,"Pakistan"
1,-0.591631480684744,0,1,"Pakistan"
1,-0.485215574179573,0,1,"Pakistan"
1,-0.67524398487487,0,1,"Pakistan"
1,-0.570348300528778,0,1,"Pakistan"
1,-0.0595522407639382,0,0,"Pakistan"
1,-0.591631480684744,0,0,"Pakistan"
1,-0.378799662153156,0,1,"Pakistan"
1,-0.591631480684744,0,1,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,1.43026979245812,0,0,"Pakistan"
1,-0.591631480684744,0,0,"Pakistan"
1,-0.591631480684744,0,0,"Pakistan"
1,-0.570348300528778,0,0,"Pakistan"
1,-0.0899566583355567,0,1,"Pakistan"
1,-0.165968094000733,0,1,"Pakistan"
1,-0.325591602642084,0,1,"Pakistan"
1,0.366111708240411,0,0,"Pakistan"
1,0.720830707270884,0,0,"Pakistan"
1,-0.538423524772879,0,0,"Pakistan"
1,1.43026979245812,0,0,"Pakistan"
1,-0.591631480684744,0,0,"Pakistan"
1,0.670156801287929,0,0,"Pakistan"
1,-0.591631480684744,0,0,"Pakistan"
1,-0.378799662153156,0,0,"Pakistan"
1,-0.394002023139152,0,0,"Pakistan"
1,-0.570348300528778,0,1,"Pakistan"
1,-0.662575418788165,0,1,"Pakistan"
1,-0.634197843778273,0,1,"Pakistan"
1,0.366111708240411,0,0,"Pakistan"
1,-0.0595522407639382,0,0,"Pakistan"
1,-0.612914664140415,0,0,"Pakistan"
1,-0.634197843778273,0,0,"Pakistan"
1,1.43026979245812,0,0,"Pakistan"
1,-0.591631480684744,0,0,"Pakistan"
1,-0.520687541469299,0,0,"Pakistan"
1,-0.241979115669167,0,0,"Pakistan"
1,-0.591631480684744,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,-0.272383963736044,0,0,"Pakistan"
1,-0.485215574179573,0,0,"Pakistan"
1,0.366111708240411,0,0,"Pakistan"
1,0.366111708240411,0,0,"Pakistan"
1,0.898191284372543,0,0,"Pakistan"
1,-0.378799662153156,0,0,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
1,0.153279866878311,0,0,"Pakistan"
1,-0.627103450656662,0,1,"Pakistan"
1,-0.165968094000733,0,0,"Pakistan"
0,-0.200030038565671,1,0,"RSA Finance"
0,-0.337093036215006,1,0,"RSA Finance"
0,-0.0431589367805468,1,0,"RSA Finance"
0,0.50926637744583,1,0,"RSA Finance"
0,-0.325371360037798,1,0,"RSA Finance"
0,0.503948972711035,1,0,"RSA Finance"
0,0.303449827736018,1,0,"RSA Finance"
0,-0.542927323330933,1,0,"RSA Finance"
0,-0.217604234030291,1,1,"RSA Finance"
0,-0.222812254784962,1,1,"RSA Finance"
0,-0.457804732611002,1,0,"RSA Finance"
0,-0.345936393919035,1,1,"RSA Finance"
0,-0.42229696055297,1,1,"RSA Finance"
0,1.91218274555995,1,0,"RSA Finance"
0,0.87808252606107,1,0,"RSA Finance"
0,4.71071268821541,1,0,"RSA Finance"
0,6.52525651574455,1,0,"RSA Finance"
0,-0.141712495683836,1,1,"RSA Finance"
0,-0.3058735503662,1,1,"RSA Finance"
0,-0.307492102879115,1,0,"RSA Finance"
0,-0.304265521016314,1,0,"RSA Finance"
0,0.272252111244917,1,0,"RSA Finance"
0,-0.218357769973117,1,0,"RSA Finance"
0,-0.311771199019129,1,1,"RSA Finance"
0,-0.379472491627292,1,1,"RSA Finance"
0,-0.361880008824314,1,1,"RSA Finance"
0,-0.418502229103815,1,1,"RSA Finance"
0,0.307767244053016,1,1,"RSA Finance"
0,-0.339135095980677,1,0,"RSA Finance"
0,-0.264922992564832,1,0,"RSA Finance"
0,-0.3193013602984,1,0,"RSA Finance"
0,-0.276092550350951,1,0,"RSA Finance"
0,0.670682436777309,1,0,"RSA Finance"
0,-0.163524178475245,1,0,"RSA Finance"
0,0.38936297832811,1,0,"RSA Finance"
0,-0.0749849427320372,1,0,"RSA Finance"
0,0.0919646446016475,1,0,"RSA Finance"
0,-0.441491655148477,1,1,"RSA Finance"
0,-0.336670525553544,1,1,"RSA Finance"
0,-0.472922041340457,1,0,"RSA Finance"
0,-0.403506670567828,1,0,"RSA Finance"
0,-0.246105377754154,1,1,"RSA Finance"
0,-0.0412636426789067,1,1,"RSA Finance"
0,0.16454440574472,1,1,"RSA Finance"
0,-0.250458417199148,1,0,"RSA Finance"
0,0.0859262491563689,1,0,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.148695165770501,1,1,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.533297408193507,1,1,"RSA Finance"
0,-0.188787477193611,1,1,"RSA Finance"
0,0.567320726651957,1,1,"RSA Finance"
0,-0.118723069639174,1,0,"RSA Finance"
0,0.393214576190847,1,0,"RSA Finance"
0,-0.360225240987726,1,0,"RSA Finance"
0,-0.317159302180781,1,0,"RSA Finance"
0,1.84870457779573,1,0,"RSA Finance"
0,1.32731676192331,1,0,"RSA Finance"
0,4.67138231594889,1,0,"RSA Finance"
0,6.52525651574455,1,0,"RSA Finance"
0,-0.225242042932496,1,1,"RSA Finance"
0,-0.0150052438157751,1,1,"RSA Finance"
0,0.174900537579378,1,0,"RSA Finance"
0,0.112500305542478,1,0,"RSA Finance"
0,-0.523429738191018,1,0,"RSA Finance"
0,-0.246293053452018,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,0.246922281230667,1,0,"RSA Finance"
0,-0.121704761351184,1,0,"RSA Finance"
0,-0.260513804389386,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.331540026841766,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.533297408193507,1,1,"RSA Finance"
0,0.220520892207554,1,0,"RSA Finance"
0,0.634194984446419,1,0,"RSA Finance"
0,-0.533297408193507,1,1,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.533297408193507,1,1,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,0.994193048716543,1,1,"RSA Finance"
0,1.18144712888406,1,1,"RSA Finance"
0,-0.326491240856116,1,0,"RSA Finance"
0,-0.272878674792628,1,0,"RSA Finance"
0,-0.093300631303506,1,0,"RSA Finance"
0,0.0139900098344935,1,0,"RSA Finance"
0,-0.162350603838918,1,0,"RSA Finance"
0,-0.303606359503893,1,0,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,2.13915534318248,1,0,"RSA Finance"
0,5.11771305690917,1,0,"RSA Finance"
0,-0.379660635850089,1,0,"RSA Finance"
0,-0.330191255777467,1,0,"RSA Finance"
0,-0.389252964039756,1,0,"RSA Finance"
0,-0.0942220815091286,1,0,"RSA Finance"
0,-0.277199461900027,1,1,"RSA Finance"
0,-0.302704577221369,1,1,"RSA Finance"
0,-0.154834411519026,1,0,"RSA Finance"
0,-0.241480700110525,1,0,"RSA Finance"
0,0.125642106742289,1,0,"RSA Finance"
0,0.265609813624649,1,0,"RSA Finance"
0,-0.197578135540467,1,0,"RSA Finance"
0,-0.406324747703028,1,0,"RSA Finance"
0,0.742746008643939,1,0,"RSA Finance"
0,0.422385762877303,1,0,"RSA Finance"
0,0.427846025179487,1,1,"RSA Finance"
0,-0.287963931681947,1,1,"RSA Finance"
0,-0.230135938864792,1,1,"RSA Finance"
0,-0.777840764826107,1,1,"RSA Finance"
0,-0.434706557264326,1,0,"RSA Finance"
0,0.143210024028676,1,1,"RSA Finance"
0,-0.0925339015239845,1,1,"RSA Finance"
0,0.439775841163413,1,0,"RSA Finance"
0,-0.328365915082934,1,0,"RSA Finance"
0,-0.114226259312587,1,1,"RSA Finance"
0,-0.275748764087385,1,1,"RSA Finance"
0,0.392018179000765,1,0,"RSA Finance"
0,2.85592204103753,1,0,"RSA Finance"
0,-0.134220736304542,1,0,"RSA Finance"
0,-0.635763154748794,1,0,"RSA Finance"
0,-0.203345879654465,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,0.0628983294668869,1,1,"RSA Finance"
0,0.520636326040521,1,1,"RSA Finance"
0,-0.332926565223405,1,0,"RSA Finance"
0,-0.264085310150183,1,0,"RSA Finance"
0,-0.0646328020257837,1,0,"RSA Finance"
0,0.194033338993548,1,0,"RSA Finance"
0,-0.495923306951095,1,1,"RSA Finance"
0,-0.380386012683639,1,1,"RSA Finance"
0,-0.130255759556788,1,0,"RSA Finance"
0,-0.0910153537333466,1,0,"RSA Finance"
0,0.361514200386073,1,0,"RSA Finance"
0,-0.0249191295984218,1,0,"RSA Finance"
0,0.234093587568267,1,0,"RSA Finance"
0,0.25415455779269,1,0,"RSA Finance"
0,-0.449417576109379,1,0,"RSA Finance"
0,0.512786075224486,1,0,"RSA Finance"
0,0.433432869641805,1,0,"RSA Finance"
0,0.991968125681415,1,0,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.433145399484645,1,1,"RSA Finance"
0,7.12514440622919,1,0,"RSA Finance"
0,6.52525651574455,1,0,"RSA Finance"
0,-0.356299546287849,1,0,"RSA Finance"
0,-0.388872517376211,1,0,"RSA Finance"
0,-0.164895305320872,1,0,"RSA Finance"
0,0.0234838241626377,1,0,"RSA Finance"
0,0.033212037846782,1,0,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.454363756538014,1,1,"RSA Finance"
0,-0.00255637981014499,1,0,"RSA Finance"
0,-0.41038291250622,1,0,"RSA Finance"
0,-0.269238353625205,1,0,"RSA Finance"
0,-0.312410467925604,1,1,"RSA Finance"
0,-0.423110182730244,1,1,"RSA Finance"
0,-0.215506596100495,1,0,"RSA Finance"
0,-0.0145306494539231,1,0,"RSA Finance"
0,-0.279040463544456,1,0,"RSA Finance"
0,-0.288368247921712,1,0,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.533297408193507,1,1,"RSA Finance"
0,-0.338443782547687,1,1,"RSA Finance"
0,-0.0211610511303779,1,1,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.327814808555284,1,0,"RSA Finance"
0,-0.365908733151578,1,0,"RSA Finance"
0,-0.259244551946305,1,1,"RSA Finance"
0,-0.227529138638594,1,1,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.0426754296223348,1,1,"RSA Finance"
0,0.0908497260429248,1,1,"RSA Finance"
0,-0.339052120959657,1,0,"RSA Finance"
0,0.348584205417466,1,0,"RSA Finance"
0,0.667568642970059,1,0,"RSA Finance"
0,-0.444137900520727,1,0,"RSA Finance"
0,-0.34531861923428,1,0,"RSA Finance"
0,-0.0410895635350424,1,0,"RSA Finance"
0,4.10036540335553,1,0,"RSA Finance"
0,-0.341038036974486,1,0,"RSA Finance"
0,-0.410918858829523,1,0,"RSA Finance"
0,-0.709666713202354,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,1.64849578633476,1,0,"RSA Finance"
0,-0.0379999912811306,1,0,"RSA Finance"
0,0.326837641272258,1,0,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.533297408193507,1,1,"RSA Finance"
0,0.138644957853145,1,1,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.246305384707808,1,0,"RSA Finance"
0,0.668013608306174,1,0,"RSA Finance"
0,-0.0889493787406275,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.612267578225437,1,0,"RSA Finance"
0,-0.533297408193507,1,1,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.199959595164987,1,0,"RSA Finance"
0,-0.388635689387757,1,0,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,0.151528910852977,1,0,"RSA Finance"
0,-0.135325480265432,1,0,"RSA Finance"
0,0.575033582296391,1,1,"RSA Finance"
0,1.55755814412347,1,1,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.453832939293178,1,1,"RSA Finance"
0,-0.320758800301866,1,1,"RSA Finance"
0,-0.411948242251948,1,1,"RSA Finance"
0,-0.463817053775679,1,1,"RSA Finance"
0,-0.208084630851383,1,1,"RSA Finance"
0,-0.319424597774556,1,1,"RSA Finance"
0,7.12514440622919,1,0,"RSA Finance"
0,0.0661069099435275,1,1,"RSA Finance"
0,-0.191126917617646,1,1,"RSA Finance"
0,-0.360628069928734,1,0,"RSA Finance"
0,-0.177606861808338,1,0,"RSA Finance"
0,-0.368383310839342,1,0,"RSA Finance"
0,-0.035869377435431,1,0,"RSA Finance"
0,-0.38215524333166,1,0,"RSA Finance"
0,0.635972879075926,1,0,"RSA Finance"
0,-0.303119961709024,1,0,"RSA Finance"
0,-0.301486454009593,1,0,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.533297408193507,1,1,"RSA Finance"
0,-0.160136391518919,1,0,"RSA Finance"
0,-0.469163816223419,1,0,"RSA Finance"
0,0.712032801450956,1,1,"RSA Finance"
0,2.25731972178129,1,1,"RSA Finance"
0,-0.386727483775714,1,0,"RSA Finance"
0,-0.38071972618769,1,0,"RSA Finance"
0,0.113150698790372,1,1,"RSA Finance"
0,0.465502272968663,1,1,"RSA Finance"
0,2.11202448011153,1,0,"RSA Finance"
0,0.0939626526591772,1,0,"RSA Finance"
0,1.5456195070265,1,1,"RSA Finance"
0,-0.211896334709497,1,1,"RSA Finance"
0,-0.319119256347067,1,1,"RSA Finance"
0,-0.321156281841393,1,1,"RSA Finance"
0,0.647391999102066,1,0,"RSA Finance"
0,-0.171957041320538,1,0,"RSA Finance"
0,-0.400876152310141,1,0,"RSA Finance"
0,-0.571875266894577,1,1,"RSA Finance"
0,1.73052705911524,1,1,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.392307087006201,1,0,"RSA Finance"
0,-0.298321793921562,1,1,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.302518107068334,1,0,"RSA Finance"
0,-0.157558044469145,1,0,"RSA Finance"
0,0.249425428044061,1,0,"RSA Finance"
0,-0.16547570143232,1,0,"RSA Finance"
0,0.189470880502963,1,0,"RSA Finance"
0,-0.373631102912683,1,1,"RSA Finance"
0,-0.730161881141344,1,1,"RSA Finance"
0,-0.0992590640617613,1,0,"RSA Finance"
0,1.29841098307799,1,0,"RSA Finance"
0,-0.327277478949543,1,1,"RSA Finance"
0,-0.38312416065055,1,1,"RSA Finance"
0,0.693925818299006,1,0,"RSA Finance"
0,0.791369215147366,1,0,"RSA Finance"
0,-0.360692205929568,1,1,"RSA Finance"
0,-0.110909487651438,1,1,"RSA Finance"
0,0.0671120222877098,1,0,"RSA Finance"
0,-0.328067986798121,1,0,"RSA Finance"
0,0.16514901265487,1,0,"RSA Finance"
0,0.809068005272717,1,1,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.508507308220454,1,1,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.422012798925238,1,0,"RSA Finance"
0,-0.429361825292598,1,0,"RSA Finance"
0,-0.376008708794865,1,1,"RSA Finance"
0,-0.172367360193619,1,1,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.42927232974309,1,1,"RSA Finance"
0,-0.499680556478261,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,-0.533297408193507,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,2.26740212450609,1,0,"RSA Finance"
0,0.151528910852977,1,0,"RSA Finance"
0,-0.42927232974309,1,0,"RSA Finance"
0,6.52525651574455,1,1,"RSA Finance"
0,-0.0965299176390438,1,0,"RSA Finance"
0,-0.45344880938596,1,0,"RSA Finance"
0,-0.38995784250617,1,0,"RSA Finance"
0,0.140797627020943,1,1,"RSA Finance"
0,-0.37780897840829,1,0,"RSA Finance"
0,-0.341899105075997,1,0,"RSA Finance"
0,-0.286422940468,1,0,"RSA Finance"
0,0.0448915901829775,1,0,"RSA Finance"
0,-0.348835035165089,1,0,"RSA Finance"
0,-0.393761800586452,1,1,"RSA Finance"
0,-0.439802463440503,1,1,"RSA Finance"
0,0.345828064210649,1,0,"RSA Finance"
0,0.777108754553384,1,0,"RSA Finance"
0,-0.259106873563878,1,0,"RSA Finance"
0,-0.525774044520093,1,1,"RSA Finance"
0,-0.329658348987669,1,1,"RSA Finance"
0,-0.201370642450069,1,0,"RSA Finance"
0,0.552039338523966,1,0,"RSA Finance"
0,-0.399652927561956,1,0,"RSA Finance"
0,-0.440613515864946,1,0,"RSA Finance"
0,-0.206939326437717,1,0,"RSA Finance"
0,-0.181003707018558,1,0,"RSA Finance"
0,-0.262849996574684,1,0,"RSA Finance"
0,-0.306798942999355,1,0,"RSA Finance"
