"treatment_indicator","Revenue_zscore","urban","female","group"
1,0.062476257991571,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
0,-0.410808323286901,1,0,"Nigeria"
1,-0.340063243873078,1,1,"Nigeria"
1,5.88550374454329,1,0,"Nigeria"
0,-0.463867132847267,1,1,"Nigeria"
1,-0.428494593140356,1,1,"Nigeria"
0,1.14558342381719,1,1,"Nigeria"
0,-0.456792624905885,1,1,"Nigeria"
1,-0.250986341438212,1,1,"Nigeria"
0,-0.428494593140356,1,0,"Nigeria"
0,-0.410808323286901,1,0,"Nigeria"
1,0.225897391437501,1,1,"Nigeria"
1,-0.403733815345518,1,1,"Nigeria"
1,-0.360933042300156,1,0,"Nigeria"
0,-0.340063243873078,1,1,"Nigeria"
0,0.19052485173059,1,1,"Nigeria"
1,-0.35931298473131,1,1,"Nigeria"
0,-0.452547920141056,1,1,"Nigeria"
1,0.200025219844425,1,1,"Nigeria"
1,-0.387816172477408,1,0,"Nigeria"
1,-0.107347296505436,1,0,"Nigeria"
1,-0.391530289146634,1,1,"Nigeria"
1,0.685740407627346,1,0,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
0,-0.278320480132602,1,1,"Nigeria"
0,-0.393122053433445,1,1,"Nigeria"
0,-0.481553402700723,1,1,"Nigeria"
1,0.473505169385879,1,0,"Nigeria"
0,0.0500958690941521,1,0,"Nigeria"
1,-0.2516318946058,1,0,"Nigeria"
1,0.933348185575724,1,1,"Nigeria"
1,-0.235006800943552,1,0,"Nigeria"
1,-0.375435783579989,1,1,"Nigeria"
0,-0.2516318946058,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
0,-0.428494593140356,1,1,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
1,0.579622788506613,1,0,"Nigeria"
1,0.225897391437501,1,0,"Nigeria"
1,6.59295453868151,1,1,"Nigeria"
1,-0.287004434312711,1,0,"Nigeria"
1,5.14020433291867,1,0,"Nigeria"
1,-0.481553402700723,1,0,"Nigeria"
1,0.142400494187589,1,0,"Nigeria"
1,-0.481553402700723,1,0,"Nigeria"
0,1.67617151942086,1,0,"Nigeria"
0,-0.127828005631611,1,0,"Nigeria"
0,-0.364647158969381,1,1,"Nigeria"
1,0.117657419934352,1,1,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
1,-0.198573085045434,1,0,"Nigeria"
0,-0.375435783579989,1,1,"Nigeria"
1,-0.45092078385428,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
0,0.933348185575724,1,0,"Nigeria"
0,-0.481553402700723,1,1,"Nigeria"
0,-0.216259354898889,1,1,"Nigeria"
0,3.40942596505951,1,0,"Nigeria"
0,-0.340063243873078,1,1,"Nigeria"
1,-0.163200545338522,1,1,"Nigeria"
0,1.19369007781859,1,0,"Nigeria"
1,-0.453255370935194,1,1,"Nigeria"
0,-0.420005183610697,1,0,"Nigeria"
1,-0.357749513726534,1,1,"Nigeria"
0,0.584928669462649,1,0,"Nigeria"
1,-0.216259354898889,1,0,"Nigeria"
1,-0.428494593140356,1,0,"Nigeria"
1,-0.472710267773995,1,0,"Nigeria"
1,-0.0570829262177888,1,0,"Nigeria"
1,-0.383164685664918,1,1,"Nigeria"
0,-0.134690286970626,1,1,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
1,-0.410808323286901,1,1,"Nigeria"
1,-0.113678989748847,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
0,-0.2516318946058,1,0,"Nigeria"
1,0.19052485173059,1,0,"Nigeria"
0,-0.428494593140356,1,0,"Nigeria"
0,0.0490346929029448,1,1,"Nigeria"
1,0.722297961957934,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
1,1.26637011115007,1,0,"Nigeria"
1,-0.229895464637966,1,1,"Nigeria"
1,-0.481553402700723,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
0,0.332015010558234,1,0,"Nigeria"
1,0.685740407627346,1,0,"Nigeria"
1,-0.375435783579989,1,1,"Nigeria"
1,-0.481553402700723,1,0,"Nigeria"
0,-0.428494593140356,1,1,"Nigeria"
0,-0.0924554659247,1,0,"Nigeria"
0,-0.428494593140356,1,1,"Nigeria"
1,0.137466042170223,1,0,"Nigeria"
0,1.10136774918355,1,0,"Nigeria"
0,-0.357749513726534,1,1,"Nigeria"
0,-0.311765212107549,1,0,"Nigeria"
0,-0.0570829262177888,1,0,"Nigeria"
0,-0.393122053433445,1,1,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
1,-0.459976153479507,1,1,"Nigeria"
1,-0.450107214361537,1,1,"Nigeria"
1,0.225897391437501,1,1,"Nigeria"
1,-0.340063243873078,1,1,"Nigeria"
0,-0.0217103865108776,1,1,"Nigeria"
0,-0.269318164459256,1,0,"Nigeria"
0,-0.418105679955611,1,0,"Nigeria"
1,-0.481553402700723,1,0,"Nigeria"
0,-0.428494593140356,1,0,"Nigeria"
1,-0.478440619139047,1,0,"Nigeria"
0,-0.210830736584311,1,0,"Nigeria"
0,-0.322376974019623,1,0,"Nigeria"
0,3.16181818711113,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
1,-0.297695084933335,1,0,"Nigeria"
1,-0.180886815191978,1,0,"Nigeria"
1,0.0490346929029448,1,0,"Nigeria"
0,-0.481553402700723,1,1,"Nigeria"
0,-0.45077929315571,1,0,"Nigeria"
0,-0.206355043780954,1,0,"Nigeria"
1,0.862603106161902,1,1,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
0,0.119779772316767,1,0,"Nigeria"
1,-0.481553402700723,1,0,"Nigeria"
1,2.59585755180055,1,0,"Nigeria"
1,-0.417331020472442,1,0,"Nigeria"
0,-0.279929926371329,1,0,"Nigeria"
0,-0.10448212942505,1,1,"Nigeria"
0,0.367387550265145,1,0,"Nigeria"
0,0.366255646266272,1,0,"Nigeria"
1,-0.216259354898889,1,1,"Nigeria"
1,0.0490346929029448,1,1,"Nigeria"
1,-0.417882831228283,1,0,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
0,-0.308227958136858,1,0,"Nigeria"
1,-0.481553402700723,1,0,"Nigeria"
1,1.42856374147248,1,0,"Nigeria"
1,0.122220486192418,1,0,"Nigeria"
0,-0.393122053433445,1,0,"Nigeria"
1,-0.2516318946058,1,1,"Nigeria"
0,-0.446180862993812,1,0,"Nigeria"
0,-0.442643609023121,1,0,"Nigeria"
0,0.332015010558234,1,0,"Nigeria"
1,-0.439813805846568,1,0,"Nigeria"
0,6.59295453868151,1,0,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
1,-0.322376974019623,1,0,"Nigeria"
1,-0.304690704166167,1,1,"Nigeria"
0,-0.0570829262177888,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
1,0.756485487041168,1,0,"Nigeria"
0,-0.340063243873078,1,1,"Nigeria"
1,0.402760089972057,1,0,"Nigeria"
0,-0.304690704166167,1,1,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
0,-0.410808323286901,1,1,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
1,-0.095433849312595,1,1,"Nigeria"
1,-0.403733815345518,1,0,"Nigeria"
1,-0.304690704166167,1,0,"Nigeria"
1,-0.393122053433445,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
1,-0.332988735931696,1,0,"Nigeria"
1,0.0490346929029448,1,0,"Nigeria"
0,-0.0164222090964423,1,0,"Nigeria"
1,-0.322374145770903,1,0,"Nigeria"
1,0.79185802674808,1,0,"Nigeria"
0,0.155152312023678,1,1,"Nigeria"
0,-0.0995299738660822,1,0,"Nigeria"
1,1.64079897971395,1,1,"Nigeria"
1,-0.446180862993812,1,1,"Nigeria"
0,-0.180886815191978,1,1,"Nigeria"
0,-0.467050661420889,1,1,"Nigeria"
1,-0.393122053433445,1,0,"Nigeria"
0,-0.40727106931621,1,0,"Nigeria"
0,-0.233945624752345,1,0,"Nigeria"
0,-0.197865634251295,1,0,"Nigeria"
1,-0.405148716933795,1,0,"Nigeria"
0,-0.2516318946058,1,0,"Nigeria"
0,-0.378265586756542,1,1,"Nigeria"
1,0.402760089972057,1,0,"Nigeria"
0,-0.481553402700723,1,1,"Nigeria"
1,0.272995893513757,1,0,"Nigeria"
1,-0.304690704166167,1,0,"Nigeria"
0,-0.287535022408315,1,1,"Nigeria"
0,-0.127828005631611,1,1,"Nigeria"
1,-0.428494593140356,1,1,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
1,0.402760089972057,1,0,"Nigeria"
1,0.225897391437501,1,1,"Nigeria"
0,-0.392414602639307,1,0,"Nigeria"
1,-0.481553402700723,1,0,"Nigeria"
0,-0.481553402700723,1,1,"Nigeria"
0,-0.120753497690229,1,1,"Nigeria"
1,-0.322907562115226,1,0,"Nigeria"
0,0.544250248799701,1,1,"Nigeria"
1,-0.304690704166167,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
0,-0.446180862993812,1,0,"Nigeria"
0,3.60202944376364,1,1,"Nigeria"
1,-0.278338162084518,1,0,"Nigeria"
1,-0.382510291521372,1,0,"Nigeria"
0,-0.304690704166167,1,0,"Nigeria"
1,-0.304690704166167,1,0,"Nigeria"
1,-0.447578077232751,1,1,"Nigeria"
0,1.64079897971395,1,0,"Nigeria"
0,-0.21423745932022,1,1,"Nigeria"
0,1.64079897971395,1,0,"Nigeria"
1,-0.0217103865108776,1,0,"Nigeria"
1,-0.448303215376226,1,0,"Nigeria"
0,-0.357749513726534,1,1,"Nigeria"
0,-0.357749513726534,1,0,"Nigeria"
1,-0.304690704166167,1,0,"Nigeria"
0,-0.481553402700723,1,1,"Nigeria"
0,-0.410808323286901,1,1,"Nigeria"
1,-0.357749513726534,1,1,"Nigeria"
0,-0.456792624905885,1,1,"Nigeria"
0,0.183450343789207,1,1,"Nigeria"
1,1.99452437678306,1,0,"Nigeria"
0,0.0776864500655428,1,0,"Nigeria"
0,-0.481553402700723,1,0,"Nigeria"
1,-0.335111088314111,1,0,"Nigeria"
1,-0.0570829262177888,1,0,"Nigeria"
0,-0.410808323286901,1,1,"Nigeria"
0,-0.354742847851446,1,0,"Nigeria"
1,0.225897391437501,1,1,"Nigeria"
1,-0.472710267773995,1,0,"Nigeria"
1,-0.310916273313552,1,1,"Nigeria"
0,-0.430263220125702,1,1,"Nigeria"
1,-0.400341590083007,1,1,"Nigeria"
1,-0.38827203680927,0,1,"Pakistan"
1,-0.408034472165589,0,0,"Pakistan"
1,-0.210411251996089,0,0,"Pakistan"
0,-0.309222800267828,0,0,"Pakistan"
0,-0.210411251996089,0,0,"Pakistan"
0,0.448332112693203,0,0,"Pakistan"
0,0.77770344956635,0,0,"Pakistan"
1,-0.210411251996089,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
0,-0.440971518721596,0,0,"Pakistan"
0,-0.440971518721596,0,0,"Pakistan"
0,0.942390043405583,0,0,"Pakistan"
1,9.17668518251762,0,0,"Pakistan"
0,2.58924746397387,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
1,0.942390043405583,0,0,"Pakistan"
1,-0.572720293162426,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
1,0.283645968175875,0,0,"Pakistan"
0,0.283645968175875,0,0,"Pakistan"
0,2.25987725974489,0,0,"Pakistan"
0,-0.539783126764127,0,0,"Pakistan"
0,-0.210411251996089,0,0,"Pakistan"
0,-0.539783126764127,0,0,"Pakistan"
0,0.448332112693203,0,0,"Pakistan"
0,0.118960156764732,0,0,"Pakistan"
1,-0.638594586023374,0,0,"Pakistan"
1,-0.506845965472345,0,1,"Pakistan"
0,-0.0457256801789941,0,0,"Pakistan"
0,-0.243348312904929,0,0,"Pakistan"
1,1.60113427063086,0,0,"Pakistan"
0,-0.473908737559327,0,0,"Pakistan"
0,0.942390043405583,0,0,"Pakistan"
0,1.60113427063086,0,0,"Pakistan"
0,-0.375097154388193,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
0,-0.408034472165589,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
1,-0.309222800267828,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,4.89484868619447,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
1,2.25987725974489,0,0,"Pakistan"
1,-0.210411251996089,0,0,"Pakistan"
1,1.43644800229258,0,0,"Pakistan"
1,7.52982623046382,0,0,"Pakistan"
1,15.7641135809167,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
1,-0.539783126764127,0,0,"Pakistan"
1,-0.210411251996089,0,0,"Pakistan"
0,-0.440971518721596,0,0,"Pakistan"
0,-0.0786628925065263,0,0,"Pakistan"
1,2.09519120201849,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
1,1.60113427063086,0,0,"Pakistan"
1,2.25987725974489,0,0,"Pakistan"
1,48.7013031640825,0,0,"Pakistan"
1,1.93050411368961,0,0,"Pakistan"
1,0.283645968175875,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
0,-0.375097154388193,0,0,"Pakistan"
0,0.613018211834101,0,0,"Pakistan"
0,4.23610575527053,0,0,"Pakistan"
0,0.942390043405583,0,0,"Pakistan"
0,1.27176182391188,0,0,"Pakistan"
1,4.23610575527053,0,0,"Pakistan"
1,0.942390043405583,0,0,"Pakistan"
1,0.151897403575471,0,0,"Pakistan"
1,1.93050411368961,0,0,"Pakistan"
0,-0.0457256801789941,0,0,"Pakistan"
0,0.118960156764732,0,0,"Pakistan"
0,1.60113427063086,0,0,"Pakistan"
0,1.93050411368961,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
1,-0.473908737559327,0,0,"Pakistan"
1,0.547143755642188,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
0,1.27176182391188,0,0,"Pakistan"
0,-0.440971518721596,0,0,"Pakistan"
0,2.25987725974489,0,0,"Pakistan"
0,-0.0457256801789941,0,0,"Pakistan"
0,0.283645968175875,0,0,"Pakistan"
0,0.77770344956635,0,0,"Pakistan"
0,1.27176182391188,0,0,"Pakistan"
0,0.283645968175875,0,0,"Pakistan"
0,7.52982623046382,0,0,"Pakistan"
0,-0.0457256801789941,0,0,"Pakistan"
0,0.283645968175875,0,0,"Pakistan"
0,-0.177474346274061,0,0,"Pakistan"
1,2.58924746397387,0,0,"Pakistan"
1,-0.210411251996089,0,0,"Pakistan"
0,0.283645968175875,0,0,"Pakistan"
0,0.283645968175875,0,0,"Pakistan"
0,0.217771877643949,0,0,"Pakistan"
0,0.448332112693203,0,0,"Pakistan"
1,-0.440971518721596,0,1,"Pakistan"
1,-0.111599719043907,0,0,"Pakistan"
1,-0.177474346274061,0,0,"Pakistan"
1,2.4574986983731,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
0,-0.440971518721596,0,0,"Pakistan"
0,-0.111599719043907,0,0,"Pakistan"
0,2.4574986983731,0,0,"Pakistan"
0,1.93050411368961,0,0,"Pakistan"
0,0.382457493243902,0,0,"Pakistan"
0,2.25987725974489,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
1,0.283645968175875,0,0,"Pakistan"
1,-0.622125995002757,0,0,"Pakistan"
1,-0.599070025589082,0,0,"Pakistan"
1,-0.408034472165589,0,0,"Pakistan"
1,0.118960156764732,0,0,"Pakistan"
1,-0.539783126764127,0,0,"Pakistan"
1,0.448332112693203,0,0,"Pakistan"
1,0.283645968175875,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
1,1.93050411368961,0,0,"Pakistan"
0,1.60113427063086,0,0,"Pakistan"
0,2.25987725974489,0,0,"Pakistan"
0,0.283645968175875,0,0,"Pakistan"
0,0.613018211834101,0,0,"Pakistan"
0,-0.0786628925065263,0,0,"Pakistan"
0,-0.375097154388193,0,1,"Pakistan"
0,-0.440971518721596,0,1,"Pakistan"
0,-0.408034472165589,0,1,"Pakistan"
0,-0.375097154388193,0,1,"Pakistan"
0,0.613018211834101,0,1,"Pakistan"
0,-0.473908737559327,0,1,"Pakistan"
0,-0.414621767353524,0,1,"Pakistan"
0,-0.539783126764127,0,1,"Pakistan"
0,-0.638594586023374,0,1,"Pakistan"
0,0.283645968175875,0,1,"Pakistan"
1,-0.506845965472345,0,1,"Pakistan"
1,-0.671531763802447,0,1,"Pakistan"
1,-0.473908737559327,0,1,"Pakistan"
1,-0.655063174089827,0,1,"Pakistan"
1,-0.375097154388193,0,1,"Pakistan"
1,-0.6056574065354,0,1,"Pakistan"
1,-0.572720293162426,0,1,"Pakistan"
1,-0.375097154388193,0,1,"Pakistan"
1,-0.210411251996089,0,1,"Pakistan"
1,-0.506845965472345,0,1,"Pakistan"
1,-0.638594586023374,0,1,"Pakistan"
1,-0.473908737559327,0,1,"Pakistan"
1,-0.622125995002757,0,1,"Pakistan"
1,-0.572720293162426,0,1,"Pakistan"
1,-0.572720293162426,0,1,"Pakistan"
1,0.942390043405583,0,1,"Pakistan"
1,3.2479907121278,0,1,"Pakistan"
1,1.27176182391188,0,1,"Pakistan"
1,-0.539783126764127,0,1,"Pakistan"
1,-0.506845965472345,0,1,"Pakistan"
1,-0.6056574065354,0,1,"Pakistan"
0,-0.6056574065354,0,1,"Pakistan"
0,-0.694587788279942,0,1,"Pakistan"
0,-0.58918878475741,0,1,"Pakistan"
0,-0.694587788279942,0,1,"Pakistan"
0,-0.539783126764127,0,1,"Pakistan"
0,-0.572720293162426,0,1,"Pakistan"
0,-0.210411251996089,0,1,"Pakistan"
0,8.5179439420226,0,1,"Pakistan"
0,-0.375097154388193,0,1,"Pakistan"
0,-0.6056574065354,0,1,"Pakistan"
0,-0.664944328601047,0,1,"Pakistan"
0,-0.210411251996089,0,1,"Pakistan"
0,-0.585895100539232,0,1,"Pakistan"
0,-0.572720293162426,0,1,"Pakistan"
0,-0.6056574065354,0,1,"Pakistan"
0,-0.473908737559327,0,1,"Pakistan"
0,-0.572720293162426,0,1,"Pakistan"
0,0.613018211834101,0,1,"Pakistan"
0,-0.506845965472345,0,1,"Pakistan"
0,-0.0457256801789941,0,1,"Pakistan"
0,-0.375097154388193,0,1,"Pakistan"
0,-0.440971518721596,0,1,"Pakistan"
1,-0.572720293162426,0,1,"Pakistan"
1,-0.6056574065354,0,1,"Pakistan"
1,-0.638594586023374,0,1,"Pakistan"
1,-0.6056574065354,0,1,"Pakistan"
0,-0.6056574065354,0,1,"Pakistan"
0,-0.572720293162426,0,1,"Pakistan"
0,-0.506845965472345,0,1,"Pakistan"
0,-0.655063174089827,0,1,"Pakistan"
0,-0.473908737559327,0,0,"Pakistan"
0,-0.111599719043907,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
0,1.60113427063086,0,0,"Pakistan"
0,0.283645968175875,0,0,"Pakistan"
0,1.93050411368961,0,0,"Pakistan"
1,-0.6056574065354,0,0,"Pakistan"
1,2.58924746397387,0,0,"Pakistan"
1,-0.506845965472345,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,2.25987725974489,0,0,"Pakistan"
1,12.4703967304508,0,0,"Pakistan"
1,1.60113427063086,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
0,3.2479907121278,0,0,"Pakistan"
0,-0.177474346274061,0,0,"Pakistan"
1,-0.6056574065354,0,1,"Pakistan"
1,-0.375097154388193,0,1,"Pakistan"
0,-0.473908737559327,0,1,"Pakistan"
0,-0.688000352660617,0,1,"Pakistan"
0,-0.638594586023374,0,1,"Pakistan"
0,-0.6056574065354,0,1,"Pakistan"
0,-0.6056574065354,0,1,"Pakistan"
0,-0.6056574065354,0,1,"Pakistan"
0,-0.539783126764127,0,1,"Pakistan"
0,-0.375097154388193,0,1,"Pakistan"
0,-0.62541971559548,0,1,"Pakistan"
0,-0.58918878475741,0,1,"Pakistan"
0,-0.539783126764127,0,1,"Pakistan"
1,-0.6056574065354,0,1,"Pakistan"
1,-0.671531763802447,0,1,"Pakistan"
1,-0.473908737559327,0,1,"Pakistan"
1,-0.506845965472345,0,1,"Pakistan"
0,-0.408034472165589,0,1,"Pakistan"
0,-0.655063174089827,0,1,"Pakistan"
1,-0.210411251996089,0,1,"Pakistan"
1,-0.688000352660617,0,1,"Pakistan"
1,-0.671531763802447,0,1,"Pakistan"
1,-0.688000352660617,0,1,"Pakistan"
1,-0.440971518721596,0,1,"Pakistan"
0,-0.375097154388193,0,1,"Pakistan"
1,-0.375097154388193,0,1,"Pakistan"
1,-0.440971518721596,0,0,"Pakistan"
1,-0.177474346274061,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
1,-0.210411251996089,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,1.93050411368961,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
1,-0.506845965472345,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,-0.506845965472345,0,0,"Pakistan"
0,1.60113427063086,0,0,"Pakistan"
0,1.93050411368961,0,0,"Pakistan"
0,-0.375097154388193,0,0,"Pakistan"
0,-0.408034472165589,0,0,"Pakistan"
0,-0.0457256801789941,0,0,"Pakistan"
0,-0.0457256801789941,0,0,"Pakistan"
0,-0.539783126764127,0,0,"Pakistan"
0,-0.0457256801789941,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
0,-0.309222800267828,0,0,"Pakistan"
0,0.942390043405583,0,0,"Pakistan"
0,0.77770344956635,0,0,"Pakistan"
0,-0.539783126764127,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
0,0.448332112693203,0,1,"Pakistan"
1,-0.375097154388193,0,1,"Pakistan"
1,-0.572720293162426,0,1,"Pakistan"
1,-0.210411251996089,0,1,"Pakistan"
1,-0.572720293162426,0,1,"Pakistan"
1,-0.638594586023374,0,1,"Pakistan"
1,-0.678119200025152,0,1,"Pakistan"
1,-0.572720293162426,0,1,"Pakistan"
0,-0.375097154388193,0,1,"Pakistan"
0,-0.638594586023374,0,1,"Pakistan"
0,-0.506845965472345,0,1,"Pakistan"
1,-0.638594586023374,0,1,"Pakistan"
1,-0.408034472165589,0,1,"Pakistan"
0,-0.375097154388193,0,1,"Pakistan"
0,-0.440971518721596,0,1,"Pakistan"
1,-0.572720293162426,0,1,"Pakistan"
1,-0.638594586023374,0,1,"Pakistan"
1,0.168366419907433,0,1,"Pakistan"
1,-0.539783126764127,0,1,"Pakistan"
1,-0.375097154388193,0,1,"Pakistan"
1,0.942390043405583,0,0,"Pakistan"
1,-0.683389148864918,0,1,"Pakistan"
1,-0.655063174089827,0,1,"Pakistan"
0,-0.539783126764127,0,1,"Pakistan"
1,-0.67976605781999,0,0,"Pakistan"
1,-0.664944328601047,0,1,"Pakistan"
1,-0.622125995002757,0,1,"Pakistan"
0,-0.638594586023374,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
1,1.93050411368961,0,0,"Pakistan"
1,-0.539783126764127,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
1,-0.210411251996089,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
1,0.942390043405583,0,0,"Pakistan"
1,0.448332112693203,0,0,"Pakistan"
1,-0.506845965472345,0,0,"Pakistan"
1,-0.473908737559327,0,0,"Pakistan"
1,-0.539783126764127,0,0,"Pakistan"
1,-0.309222800267828,0,0,"Pakistan"
1,0.448332112693203,0,0,"Pakistan"
1,-0.506845965472345,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
1,0.448332112693203,0,0,"Pakistan"
1,-0.572720293162426,0,0,"Pakistan"
1,-0.539783126764127,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
0,0.382457493243902,0,0,"Pakistan"
0,-0.6056574065354,0,0,"Pakistan"
0,-0.0457256801789941,0,0,"Pakistan"
0,0.613018211834101,0,0,"Pakistan"
0,0.118960156764732,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
1,-0.572720293162426,0,0,"Pakistan"
1,0.118960156764732,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
1,-0.6056574065354,0,0,"Pakistan"
0,-0.655063174089827,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,-0.539783126764127,0,0,"Pakistan"
1,0.448332112693203,0,0,"Pakistan"
1,-0.243348312904929,0,0,"Pakistan"
1,-0.473908737559327,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
1,2.58924746397387,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
1,-0.539783126764127,0,0,"Pakistan"
1,-0.58918878475741,0,0,"Pakistan"
1,0.448332112693203,0,0,"Pakistan"
1,0.283645968175875,0,0,"Pakistan"
1,-0.289460570458949,0,0,"Pakistan"
1,7.52982623046382,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
0,-0.210411251996089,0,0,"Pakistan"
0,-0.655063174089827,0,0,"Pakistan"
0,0.118960156764732,0,0,"Pakistan"
0,-0.572720293162426,0,0,"Pakistan"
0,0.118960156764732,0,0,"Pakistan"
0,-0.539783126764127,0,0,"Pakistan"
0,-0.6056574065354,0,0,"Pakistan"
0,0.283645968175875,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
0,-0.408034472165589,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
1,-0.408034472165589,0,0,"Pakistan"
1,-0.506845965472345,0,0,"Pakistan"
1,-0.506845965472345,0,0,"Pakistan"
1,-0.638594586023374,0,0,"Pakistan"
1,-0.0457256801789941,0,0,"Pakistan"
1,-0.506845965472345,0,0,"Pakistan"
1,-0.539783126764127,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
1,0.942390043405583,0,0,"Pakistan"
1,2.58924746397387,0,0,"Pakistan"
1,5.88296702308407,0,0,"Pakistan"
1,0.118960156764732,0,0,"Pakistan"
1,-0.177474346274061,0,0,"Pakistan"
1,0.448332112693203,0,0,"Pakistan"
1,-0.210411251996089,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
0,-0.506845965472345,0,0,"Pakistan"
0,-0.622125995002757,0,0,"Pakistan"
0,-0.539783126764127,0,0,"Pakistan"
0,0.0860229654900069,0,0,"Pakistan"
1,12.4703967304508,0,0,"Pakistan"
1,-0.58918878475741,0,0,"Pakistan"
1,1.27176182391188,0,0,"Pakistan"
1,2.58924746397387,0,0,"Pakistan"
1,0.283645968175875,0,0,"Pakistan"
1,0.942390043405583,0,0,"Pakistan"
1,-0.408034472165589,0,0,"Pakistan"
1,-0.375097154388193,0,0,"Pakistan"
0,-0.0457256801789941,0,0,"Pakistan"
1,-0.506845965472345,0,0,"Pakistan"
1,-0.539783126764127,0,0,"Pakistan"
1,0.613018211834101,0,0,"Pakistan"
1,1.76581958012727,0,0,"Pakistan"
1,-0.6056574065354,0,0,"Pakistan"
1,-0.276285565582136,0,0,"Pakistan"
